StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformancePapersPracticedIndex
7,No,7,47,6,37
8,Yes,6,57,7,54
,Yes,2,98,8,75
3,No,4,83,8,65
7,No,5,67,5,60
8,No,2,55,6,48
6,Yes,8,77,9,68
8,No,0,96,7,90
6,No,8,63,8,52
7,No,7,58,4,49
5,Yes,7,89,7,75
2,No,2,72,8,53
8,No,3,43,9,40
9,Yes,0,40,5,38
5,No,0,98,9,84
6,No,0,94,5,83
5,No,5,52,4,35
3,Yes,6,69,8,5
,Yes,6,65,4,42
2,No,3,89,8,66
7,Yes,0,43,8,38
9,No,4,96,7,93
5,No,0,7,8,56
9,No,7,73,8,68
7,Yes,6,40,8,3
5,No,9,53,7,38
2,No,9,65,9,4
2,Yes,3,62,5,34
2,No,8,57,5,35
,Yes,0,62,4,36
8,No,6,72,9,70
6,Yes,0,90,8,80
3,Yes,5,62,6,4
,No,0,65,9,38
,Yes,9,49,7,23
5,Yes,5,78,5,64
3,Yes,9,8,6,62
9,No,5,60,4,55
2,No,2,40,8,8
2,Yes,2,48,4,26
4,Yes,5,6,8,42
6,No,7,42,9,29
7,Yes,8,48,8,4
9,No,8,44,5,42
7,No,9,97,8,95
5,Yes,6,80,5,66
5,No,6,88,4,7
8,Yes,7,6,8,56
9,Yes,5,59,9,58
4,Yes,0,44,9,23
6,No,4,58,7,45
8,Yes,7,53,9,49
6,No,5,6,5,46
2,No,3,9,5,67
2,Yes,3,56,5,3
8,No,2,89,8,82
,Yes,4,54,5,26
5,Yes,2,59,4,4
7,No,8,68,4,56
2,No,8,99,7,79
8,No,7,63,8,59
8,No,6,95,9,92
4,Yes,3,66,9,48
4,No,8,99,9,87
9,No,,9,5,85
8,No,6,92,4,87
9,Yes,3,55,6,55
7,No,,70,7,59
,No,4,70,9,44
4,Yes,2,89,6,72
5,No,3,85,6,67
2,No,2,65,4,4
3,No,7,85,9,65
9,No,8,5,6,
7,No,4,55,5,46
8,Yes,,40,5,29
2,Yes,6,88,9,65
,No,0,43,9,5
8,Yes,2,52,9,
4,Yes,8,64,8,48
,No,7,93,6,67
2,Yes,2,95,6,72
9,Yes,2,4,9,4
8,Yes,4,86,6,82
9,No,9,,9,47
8,Yes,5,68,5,57
9,Yes,5,86,6,84
5,Yes,4,68,9,56
4,No,7,95,6,72
7,No,6,75,6,67
8,Yes,0,77,7,70
7,No,9,73,4,62
4,Yes,8,93,8,80
6,Yes,6,48,6,34
6,No,0,63,8,52
4,Yes,3,94,4,79
2,Yes,5,44,4,7
6,No,0,54,8,4
4,Yes,3,97,9,85
8,No,2,88,8,84
3,No,9,63,6,4
6,Yes,9,76,9,69
3,Yes,3,75,9,56
3,No,6,88,8,67
7,Yes,8,75,8,70
8,Yes,2,89,8,83
5,Yes,6,59,8,48
,No,4,9,8,64
9,No,8,62,9,57
9,No,4,57,4,5
7,Yes,6,44,6,37
7,Yes,7,62,8,54
9,No,5,83,6,8
5,Yes,0,99,4,86
6,Yes,8,58,9,5
6,Yes,7,53,5,4
6,Yes,,87,9,74
6,Yes,,87,6,75
2,No,9,60,4,35
4,Yes,2,57,7,40
,Yes,5,8,7,56
6,No,2,45,4,30
6,No,2,70,9,57
9,Yes,0,7,5,67
3,No,3,98,4,79
2,No,5,44,9,20
,No,6,83,7,59
8,Yes,3,94,5,89
2,Yes,8,64,6,4
3,Yes,4,57,8,38
,No,3,55,4,27
8,No,2,92,6,87
7,No,5,97,6,89
7,No,5,79,7,72
2,Yes,6,99,7,80
2,Yes,7,5,9,30
8,No,6,62,7,57
8,No,3,62,4,55
2,No,2,78,7,56
5,Yes,0,4,8,26
7,Yes,2,56,8,44
6,Yes,3,99,8,9
,No,5,68,5,37
6,Yes,6,42,6,32
6,No,6,45,5,33
3,No,8,88,5,69
7,Yes,6,47,9,36
6,Yes,4,46,4,36
3,No,9,97,9,76
6,No,3,44,6,33
5,Yes,0,59,9,45
8,Yes,7,92,4,87
4,No,4,62,5,43
4,No,6,8,4,56
4,No,3,84,5,65
,Yes,5,85,5,60
7,Yes,6,64,8,55
5,Yes,6,56,5,39
5,Yes,0,60,9,49
8,No,5,9,9,90
7,No,2,,7,42
9,No,4,8,8,77
9,Yes,5,70,8,67
4,Yes,8,98,9,83
6,Yes,5,54,5,44
7,No,8,88,9,83
4,Yes,9,69,9,55
8,No,7,69,6,66
6,Yes,4,6,5,48
3,Yes,5,86,4,65
6,No,0,98,8,85
2,No,8,54,9,33
4,No,5,7,6,57
5,No,2,97,5,82
3,No,8,64,4,44
7,No,6,5,6,43
3,Yes,,64,9,43
4,No,5,9,9,80
3,No,3,42,9,22
,Yes,2,67,7,39
4,Yes,8,79,9,6
2,Yes,7,95,9,72
4,Yes,6,43,7,26
4,No,2,79,5,60
5,No,,93,5,77
,No,2,93,4,65
3,Yes,2,99,4,80
8,Yes,2,56,5,45
,Yes,5,60,9,37
4,No,,60,4,39
5,No,4,97,6,84
5,Yes,2,85,8,70
7,No,2,5,8,42
2,Yes,0,60,8,36
4,No,3,76,6,57
2,No,3,49,6,26
,Yes,8,79,8,56
8,No,5,43,5,34
8,No,5,83,9,79
6,Yes,8,57,9,45
8,No,4,56,5,
6,No,9,74,8,64
4,No,0,80,8,63
5,Yes,0,65,8,52
9,Yes,6,52,9,5
3,Yes,9,63,4,42
5,No,0,72,7,5
2,Yes,,54,8,30
4,Yes,8,73,4,59
7,No,4,52,8,42
7,Yes,9,97,4,90
7,Yes,5,79,9,73
,No,,77,6,48
5,No,8,75,9,62
,Yes,6,92,9,68
5,Yes,2,56,8,42
5,No,2,82,5,66
9,No,8,96,7,94
7,No,6,95,9,83
3,Yes,3,78,7,60
7,Yes,6,92,6,85
6,Yes,2,67,5,56
3,Yes,6,90,8,69
8,Yes,3,86,5,8
,Yes,8,4,8,5
4,Yes,9,44,6,29
7,No,2,90,7,80
9,Yes,9,88,9,87
6,Yes,5,46,9,35
4,Yes,4,59,8,43
5,Yes,9,94,8,8
9,Yes,0,46,9,44
2,No,2,98,4,74
6,No,5,42,5,28
2,Yes,3,85,9,6
4,Yes,4,83,6,65
9,Yes,4,93,4,9
6,Yes,5,46,5,34
7,No,,68,7,57
3,Yes,3,48,9,28
8,No,9,7,8,65
3,No,2,49,8,28
6,Yes,8,58,4,45
3,No,9,8,9,63
,Yes,0,9,5,62
6,Yes,0,56,7,47
5,Yes,0,67,9,56
4,No,3,97,6,74
8,Yes,2,88,5,8
,Yes,8,77,7,56
9,Yes,5,57,7,55
6,No,5,59,7,45
2,Yes,0,6,9,38
9,Yes,,84,6,83
5,Yes,3,73,5,59
2,Yes,,45,7,9
4,No,,43,7,25
,Yes,5,59,8,33
9,No,3,63,9,6
7,No,7,83,5,74
5,Yes,4,43,6,3
3,No,9,88,8,72
6,No,,55,5,43
8,No,2,48,8,39
,No,2,84,7,58
2,No,9,75,4,5
6,No,7,47,6,34
2,No,,68,7,42
2,Yes,9,7,9,54
7,Yes,0,5,5,43
6,Yes,0,44,4,28
,Yes,2,9,6,66
7,Yes,2,99,6,9
4,No,6,64,8,49
7,No,5,56,7,49
2,Yes,8,70,8,49
5,Yes,4,90,5,77
7,Yes,7,7,4,62
9,Yes,3,87,6,85
7,No,6,89,4,80
3,Yes,4,78,8,59
,No,4,67,9,4
6,No,3,43,5,32
3,No,3,82,9,59
,Yes,8,43,9,20
2,Yes,,60,9,35
3,No,2,78,4,57
5,No,6,49,6,3
5,No,0,65,9,54
8,Yes,7,97,5,9
5,Yes,5,94,5,82
3,No,,40,6,6
7,Yes,6,94,6,86
5,No,4,54,9,40
8,No,7,63,8,60
6,No,5,78,6,66
2,Yes,2,9,5,66
7,Yes,,42,9,37
7,No,9,74,8,66
8,Yes,,7,9,63
8,No,4,44,8,4
,Yes,9,53,9,30
8,Yes,8,83,7,79
9,Yes,5,72,7,65
7,No,2,66,8,53
5,Yes,5,88,8,76
5,No,8,79,9,64
4,No,6,59,6,44
9,Yes,5,55,7,53
9,No,5,84,8,82
5,No,4,73,7,59
4,Yes,4,87,5,66
9,No,4,60,5,59
5,Yes,,68,4,54
9,No,2,80,9,79
6,Yes,5,69,9,57
7,Yes,8,5,6,38
3,No,7,53,6,35
7,No,8,60,5,49
9,No,0,73,7,7
,Yes,9,56,8,36
5,Yes,6,75,6,59
7,Yes,7,72,5,62
2,No,7,66,9,46
6,No,4,9,8,78
,Yes,7,92,7,69
2,Yes,7,98,6,77
2,No,4,93,8,7
,No,6,8,6,55
9,No,3,59,7,5
2,No,5,76,9,54
7,No,7,92,4,8
4,No,8,7,7,55
5,No,3,72,7,60
7,Yes,3,9,6,82
7,No,6,76,4,64
,Yes,,96,5,70
7,No,0,94,4,83
6,No,2,8,4,68
3,No,4,69,4,5
3,No,0,68,9,45
3,Yes,7,44,6,25
5,Yes,7,40,6,26
8,No,3,59,7,58
2,Yes,7,6,7,39
8,No,6,49,5,4
9,No,7,68,6,64
5,Yes,6,42,6,27
9,Yes,5,74,6,69
3,No,,43,6,9
8,No,2,6,7,53
7,Yes,4,94,7,86
6,Yes,9,5,9,42
6,Yes,2,42,8,28
8,No,5,92,6,84
8,Yes,4,88,7,83
5,Yes,3,40,5,26
,Yes,,95,7,68
8,No,4,59,4,49
5,No,8,56,7,4
6,Yes,8,89,4,75
4,No,3,80,5,68
3,Yes,0,57,9,38
3,No,8,4,9,23
4,No,9,74,8,56
4,No,5,93,6,76
8,No,8,40,9,35
5,Yes,8,86,8,69
4,No,9,58,4,38
4,Yes,4,60,8,44
8,No,7,62,9,57
4,No,5,65,6,48
6,No,2,6,6,5
4,No,6,,4,34
3,Yes,5,49,4,29
6,Yes,,96,8,88
4,Yes,4,79,4,58
9,Yes,2,93,8,90
5,No,5,53,9,38
3,Yes,9,67,8,48
8,Yes,9,79,7,77
3,No,8,66,5,46
2,No,7,55,5,28
,Yes,5,95,8,73
6,No,3,92,7,82
3,Yes,6,9,7,72
6,Yes,3,53,5,40
,Yes,7,42,9,7
,Yes,5,84,8,56
3,Yes,6,44,6,26
8,Yes,9,55,5,47
2,No,8,69,8,49
,No,7,42,4,8
4,Yes,7,4,9,26
3,Yes,2,89,9,7
8,Yes,6,94,8,88
8,Yes,7,48,4,42
4,Yes,8,57,4,39
,No,9,88,5,62
8,No,9,47,4,40
9,Yes,8,59,9,57
7,Yes,7,64,6,59
3,Yes,0,67,6,48
8,No,4,49,6,43
9,No,8,79,6,77
9,No,2,86,5,79
7,Yes,3,57,5,49
9,Yes,7,93,6,93
6,No,6,7,8,6
5,Yes,6,77,9,69
6,No,3,97,9,89
6,No,,66,6,53
6,No,3,97,5,83
,Yes,8,8,6,59
2,No,5,60,4,40
2,No,0,56,6,33
4,Yes,0,73,7,58
,Yes,7,70,4,45
3,No,5,49,7,25
5,No,9,7,6,6
9,No,4,83,6,82
9,Yes,4,92,9,90
,Yes,9,72,8,49
9,Yes,3,40,5,37
4,No,3,67,9,49
8,Yes,0,8,5,76
8,No,,67,6,57
2,No,2,67,8,44
6,No,3,44,9,34
,No,4,43,6,6
9,Yes,,78,5,73
5,Yes,9,87,5,73
7,No,9,47,9,40
,No,3,55,7,28
5,Yes,3,8,5,68
6,No,,68,5,56
,Yes,8,97,9,74
6,No,,87,7,76
8,No,6,9,8,86
,No,8,75,7,48
4,Yes,5,5,9,36
7,No,0,80,5,70
3,No,6,79,6,58
9,Yes,,57,8,54
4,No,7,93,6,77
3,No,7,40,7,2
,Yes,,7,8,44
9,No,5,82,6,82
8,No,6,54,6,48
3,Yes,0,74,6,56
2,No,9,59,7,38
,No,9,75,5,48
3,Yes,4,43,6,23
3,No,6,93,5,74
9,Yes,9,52,9,54
,Yes,,55,7,27
,No,3,60,8,34
2,Yes,3,72,9,47
9,Yes,4,4,4,36
7,No,6,96,9,85
9,No,8,58,7,54
8,No,2,59,9,55
3,Yes,8,75,9,60
2,Yes,0,94,8,70
8,Yes,8,47,6,40
9,Yes,4,89,6,88
5,No,0,89,9,75
3,Yes,4,46,8,26
9,Yes,8,79,7,79
7,No,3,67,8,55
3,No,7,56,5,36
2,Yes,,76,6,54
9,Yes,8,80,4,78
5,Yes,9,54,8,40
5,Yes,2,49,7,3
8,Yes,2,87,8,87
4,Yes,7,49,6,32
7,No,2,9,8,84
6,Yes,0,77,8,66
2,No,7,46,4,22
6,No,5,79,5,66
6,Yes,6,42,6,32
5,No,3,52,6,38
9,Yes,3,70,9,69
2,No,4,84,7,6
2,Yes,4,55,4,34
3,Yes,9,42,8,23
3,No,,47,7,23
6,No,3,73,9,60
4,No,8,44,8,34
6,Yes,0,85,7,73
9,Yes,9,64,7,63
5,Yes,3,87,6,7
4,No,4,68,7,52
,Yes,7,78,9,54
9,No,5,92,8,90
6,No,6,6,7,
4,Yes,6,,6,37
,No,9,55,7,30
6,No,,77,7,72
3,Yes,5,40,9,8
6,No,,96,4,82
3,No,5,68,4,47
5,No,2,54,8,40
2,Yes,2,6,8,40
8,Yes,7,73,4,68
7,No,6,63,5,56
7,No,4,7,9,66
6,No,9,8,4,7
7,Yes,4,67,8,62
3,No,4,47,7,24
3,Yes,3,82,4,6
6,No,4,90,8,78
5,Yes,7,87,4,72
,No,9,43,6,7
4,Yes,7,73,8,58
9,No,0,95,8,94
6,Yes,6,83,6,7
8,Yes,,78,9,72
4,No,5,63,5,45
2,Yes,8,88,4,66
8,No,9,94,6,89
5,No,7,49,4,33
3,No,2,77,5,54
8,Yes,6,59,6,55
6,No,9,7,7,63
,Yes,5,67,8,42
,Yes,2,49,4,23
4,No,6,67,5,48
3,No,8,54,8,34
,No,4,75,9,52
3,No,,80,4,60
3,No,5,69,9,54
4,No,3,98,7,80
3,Yes,0,44,4,23
,Yes,0,6,4,30
7,Yes,9,62,4,55
6,Yes,5,45,4,29
,Yes,6,78,8,53
9,No,8,4,9,39
8,No,6,96,9,95
,No,9,77,6,52
5,Yes,4,96,4,8
5,No,7,89,9,79
7,Yes,5,83,9,77
2,No,9,84,5,62
3,Yes,0,72,4,
6,Yes,0,75,7,62
4,No,5,54,8,35
4,Yes,3,6,5,42
8,Yes,8,46,8,4
9,Yes,7,57,5,56
,Yes,3,93,5,67
8,No,9,43,5,35
2,Yes,7,97,8,75
2,No,7,6,8,40
6,No,6,99,7,86
4,Yes,3,63,5,42
5,Yes,6,93,4,78
4,No,8,99,6,86
9,Yes,7,77,8,76
2,Yes,9,82,5,60
2,Yes,6,6,5,37
9,Yes,7,54,7,
,Yes,2,45,8,9
4,No,3,89,6,70
5,No,8,85,4,70
2,Yes,,83,9,62
9,No,3,6,8,56
9,No,7,56,5,57
7,No,5,67,6,59
2,Yes,2,53,7,25
,Yes,4,94,6,70
5,Yes,2,72,9,60
4,No,0,66,4,47
9,No,4,68,6,65
,No,4,49,9,25
5,No,0,48,9,34
4,Yes,8,9,6,75
2,Yes,7,54,5,34
,No,6,43,8,5
9,Yes,4,44,4,39
,Yes,7,59,6,36
5,No,6,88,5,73
5,No,8,99,4,85
7,Yes,4,58,6,49
4,No,9,78,7,62
9,Yes,6,74,4,74
5,Yes,6,75,6,57
8,No,2,84,9,8
,No,,68,4,38
2,Yes,9,88,4,62
,Yes,8,78,4,53
2,Yes,,96,8,72
2,No,3,98,8,78
9,No,3,89,6,85
3,No,4,82,6,58
9,Yes,0,95,6,93
,Yes,8,8,8,56
6,No,5,67,8,54
4,No,6,82,6,63
4,Yes,2,42,7,25
4,No,8,67,4,49
4,No,0,79,9,62
8,No,5,93,8,88
3,Yes,7,87,8,68
2,No,2,86,5,65
4,Yes,3,64,8,48
3,No,3,6,6,4
4,No,4,48,7,27
7,Yes,,72,5,62
,Yes,6,6,8,37
7,Yes,6,67,8,60
3,No,4,49,4,28
9,No,3,64,5,6
8,Yes,8,5,6,47
8,No,4,6,9,59
8,No,3,86,9,8
5,Yes,6,4,4,25
2,No,7,7,7,47
4,No,6,92,9,77
6,Yes,6,48,5,37
9,Yes,8,82,6,8
9,No,2,49,6,47
4,No,7,77,7,59
6,No,7,95,6,86
8,Yes,3,67,4,62
2,No,3,54,5,26
8,No,9,98,4,92
6,No,3,45,6,32
,No,5,78,7,5
3,Yes,5,59,4,40
3,No,4,62,4,43
5,Yes,0,63,4,48
3,Yes,9,56,7,34
6,Yes,5,94,4,78
8,No,5,99,5,92
7,Yes,3,54,6,40
8,Yes,4,79,6,7
9,No,0,78,9,77
4,No,7,66,8,49
5,Yes,7,95,6,82
7,Yes,2,74,8,67
,Yes,3,7,8,47
6,No,6,42,8,27
8,Yes,3,62,8,57
9,No,6,59,8,59
5,No,4,9,4,74
4,No,2,92,6,76
7,Yes,9,80,4,75
,Yes,4,63,4,35
8,Yes,8,63,9,62
6,Yes,3,99,5,9
4,Yes,6,95,5,80
9,No,7,79,4,77
5,Yes,7,82,8,72
6,No,,85,5,7
7,Yes,2,93,5,87
3,No,6,66,8,45
,No,6,59,7,32
7,No,6,47,7,42
9,Yes,2,78,8,76
,No,0,65,4,34
7,No,9,73,9,66
6,No,0,90,4,77
,No,6,40,6,6
9,No,7,89,4,84
,No,7,82,8,58
9,Yes,,83,4,8
7,No,9,57,8,48
3,Yes,9,86,6,66
6,No,7,55,7,45
6,Yes,6,55,8,46
8,Yes,5,45,7,40
9,Yes,9,75,7,78
9,Yes,2,49,9,45
2,Yes,2,86,6,65
9,Yes,5,79,6,77
4,Yes,7,63,9,
9,No,7,74,4,7
3,No,7,80,5,59
,Yes,9,85,6,62
2,No,8,6,4,36
5,Yes,7,89,6,77
6,No,4,44,8,33
2,No,5,94,9,74
5,No,6,68,5,53
,Yes,5,74,7,46
4,No,0,79,7,63
9,Yes,9,62,8,60
9,Yes,8,77,9,77
3,Yes,6,52,8,35
7,Yes,8,63,7,57
6,No,2,86,4,76
6,Yes,,72,5,62
2,No,0,97,7,76
5,No,0,58,6,43
6,No,7,97,8,92
5,Yes,4,78,7,63
8,Yes,2,58,8,5
6,Yes,4,76,6,66
3,No,6,68,9,52
7,Yes,9,83,7,75
,Yes,9,86,5,64
5,No,3,70,5,57
3,Yes,8,75,7,57
5,Yes,,42,5,27
4,Yes,6,96,6,80
2,Yes,4,97,4,74
4,No,0,90,8,73
6,No,4,72,5,58
2,Yes,5,6,6,42
3,Yes,9,77,6,56
2,Yes,,76,6,54
3,No,9,6,9,43
5,No,7,54,7,38
,No,6,96,9,75
5,No,9,89,7,76
9,No,9,57,7,56
2,No,2,64,5,39
8,Yes,4,80,8,75
8,No,8,75,9,73
3,No,4,67,9,49
6,No,4,75,9,67
9,Yes,,85,8,83
3,Yes,9,40,7,24
4,No,6,78,9,58
5,Yes,0,64,4,
9,No,7,49,8,47
5,No,7,5,7,39
6,No,8,9,4,79
3,Yes,8,90,5,70
9,Yes,6,86,7,88
,Yes,3,98,9,74
,Yes,3,,5,25
3,Yes,4,7,8,5
7,Yes,2,83,4,73
3,Yes,3,59,6,38
5,No,7,75,9,6
3,No,8,86,7,69
9,No,2,72,7,67
5,No,2,84,9,70
3,Yes,3,4,7,24
3,Yes,9,52,4,33
,Yes,3,64,6,4
9,Yes,4,93,4,89
8,No,5,96,9,9
4,No,5,79,8,65
5,Yes,4,52,7,36
2,No,5,4,6,6
4,Yes,4,95,9,75
7,Yes,2,97,5,84
8,Yes,,96,6,90
4,Yes,0,45,7,28
3,No,0,45,6,25
5,Yes,4,63,7,
9,Yes,9,59,8,56
2,Yes,9,58,5,35
3,No,0,85,5,60
9,Yes,,48,8,45
8,Yes,2,92,9,88
3,Yes,5,80,4,58
8,No,9,86,6,79
7,Yes,9,98,7,9
9,No,,93,6,87
9,Yes,2,84,9,87
8,No,4,48,9,40
2,Yes,3,47,7,25
5,No,6,55,4,40
2,No,5,92,8,70
8,No,5,52,4,45
7,Yes,4,62,7,49
3,Yes,3,48,9,26
8,No,,9,7,83
4,Yes,3,8,6,65
3,Yes,5,59,8,38
8,Yes,,57,5,5
7,No,6,42,4,33
3,Yes,6,68,7,49
9,Yes,6,43,6,43
6,No,4,75,8,59
2,Yes,3,79,6,54
9,Yes,2,72,5,66
2,Yes,7,9,7,70
5,No,2,58,8,43
4,No,5,55,5,36
5,Yes,6,94,9,77
7,No,7,57,7,
4,Yes,5,58,4,4
8,No,0,75,8,69
8,No,0,87,5,80
9,Yes,0,42,8,40
9,Yes,9,53,6,49
2,No,4,88,5,64
,Yes,3,56,8,32
3,Yes,3,97,5,79
,No,2,98,8,74
5,No,4,95,6,83
,No,,62,7,36
3,Yes,4,84,9,66
4,Yes,5,76,8,60
9,Yes,2,59,8,54
5,Yes,9,99,8,9
8,Yes,6,46,9,44
9,No,5,79,6,77
7,Yes,5,48,5,38
7,Yes,6,95,5,89
9,No,9,87,4,83
4,No,7,43,6,27
3,No,0,85,8,64
8,Yes,4,79,8,75
9,No,7,52,9,
3,No,8,75,4,54
3,No,4,40,9,8
7,No,4,87,5,78
2,No,8,88,4,67
2,Yes,5,83,4,60
8,Yes,5,97,9,93
3,No,2,8,4,58
8,No,8,85,5,79
3,Yes,7,47,6,28
4,Yes,0,46,9,32
9,Yes,2,47,8,45
4,Yes,7,86,8,7
9,No,8,45,5,43
7,No,8,77,9,70
8,No,2,95,9,90
5,Yes,9,70,6,58
2,No,4,92,6,69
2,No,,47,9,25
3,Yes,0,43,9,25
3,Yes,8,85,9,7
3,Yes,9,40,8,8
9,Yes,5,59,4,53
2,No,8,55,6,30
3,No,,,4,26
9,Yes,5,62,7,56
9,No,,77,7,74
9,No,4,60,7,57
2,Yes,7,69,6,46
6,Yes,7,95,7,86
9,Yes,4,98,7,95
7,No,3,62,4,48
9,Yes,8,97,7,95
7,Yes,6,54,5,45
9,No,8,44,7,39
2,No,0,89,9,64
8,Yes,3,53,8,47
9,No,3,96,9,95
8,Yes,5,67,9,6
7,Yes,9,82,6,75
8,No,9,47,7,4
8,Yes,3,63,6,58
9,No,8,65,7,65
8,No,7,58,6,
5,Yes,,66,6,53
5,No,7,48,5,30
2,Yes,6,69,8,48
2,Yes,4,58,4,35
,No,9,9,9,67
5,No,9,77,7,67
3,No,8,78,7,58
4,Yes,2,53,6,35
4,No,6,59,4,4
8,No,9,,7,42
6,Yes,5,8,7,72
8,No,4,70,5,63
3,No,3,47,7,24
7,No,8,90,9,82
,Yes,0,95,9,68
3,No,2,82,4,63
6,No,2,40,5,27
7,Yes,6,86,9,82
5,Yes,,79,9,64
6,No,4,99,9,90
4,No,3,85,5,65
5,No,5,40,6,28
3,Yes,,46,6,27
5,No,9,65,8,54
3,No,2,62,5,44
5,Yes,0,59,9,43
6,No,4,4,6,26
8,Yes,7,8,5,76
9,No,3,87,4,83
2,No,8,8,5,57
,No,0,83,8,57
,No,8,73,5,49
2,No,6,9,7,70
9,No,2,54,8,47
6,No,5,89,4,78
8,No,4,54,6,49
6,Yes,6,97,7,88
5,No,2,60,4,46
5,Yes,,5,7,38
,Yes,,57,6,35
9,No,5,4,7,40
8,Yes,,54,6,46
2,Yes,4,80,4,57
,No,0,52,7,25
2,Yes,,65,9,45
2,Yes,3,66,6,39
2,No,5,77,7,53
6,Yes,5,54,4,39
9,Yes,4,89,4,86
4,Yes,2,56,5,45
2,Yes,7,97,9,73
5,Yes,2,44,9,33
5,Yes,4,97,7,83
9,Yes,9,89,6,9
4,No,7,84,5,69
6,No,6,68,9,56
9,Yes,5,7,6,66
6,Yes,7,66,7,58
4,No,,99,7,82
7,Yes,7,90,5,78
9,No,7,48,7,49
4,Yes,4,58,6,40
5,No,8,42,8,27
4,Yes,5,40,8,22
5,No,,99,5,85
8,No,0,47,5,38
6,No,9,44,9,34
2,Yes,4,60,9,35
3,Yes,2,90,8,74
2,No,8,73,7,
2,Yes,8,76,8,5
9,Yes,6,53,9,49
3,Yes,,60,8,40
2,No,7,7,6,
,Yes,8,72,5,45
3,Yes,2,67,8,49
2,Yes,7,97,9,78
4,No,2,99,6,82
3,Yes,6,66,6,46
6,Yes,9,9,4,80
3,No,0,65,8,4
6,Yes,3,42,5,29
2,No,5,46,6,22
9,Yes,3,54,7,52
9,Yes,,9,5,89
6,No,0,70,6,60
8,No,6,7,9,67
9,No,8,89,4,87
4,Yes,2,87,9,72
6,Yes,7,40,9,32
3,No,3,57,6,35
2,No,7,96,4,75
9,Yes,,53,9,48
,Yes,9,76,4,48
7,No,4,69,5,63
9,No,0,94,8,92
2,Yes,2,78,4,56
9,No,9,8,7,75
8,Yes,3,49,6,42
7,No,3,69,9,57
3,Yes,0,46,5,23
,Yes,9,8,4,5
4,Yes,9,89,4,72
2,No,4,75,6,
7,Yes,0,,5,44
9,No,6,88,5,84
,Yes,6,6,7,35
9,Yes,6,87,4,86
3,No,7,88,8,69
4,Yes,9,54,5,38
4,Yes,2,85,7,70
8,No,2,80,8,76
5,No,,77,6,60
,No,,74,4,48
6,No,3,68,6,58
9,No,4,59,7,59
3,No,0,99,9,78
5,Yes,,72,7,58
6,Yes,9,77,9,69
5,Yes,,86,5,7
6,No,2,,5,35
7,Yes,6,47,9,4
7,No,2,42,7,32
8,No,4,92,4,83
7,No,3,79,7,69
5,No,6,76,6,6
2,Yes,,43,6,7
5,No,4,93,6,78
8,No,8,66,6,56
4,Yes,3,62,9,46
,No,2,64,7,37
9,No,6,6,5,59
5,No,3,99,8,87
6,No,4,52,6,42
6,No,2,89,4,74
6,Yes,5,66,4,53
6,Yes,,64,5,55
5,Yes,9,84,5,72
2,Yes,3,48,8,23
8,No,0,78,7,74
2,No,6,65,5,38
3,Yes,7,43,7,26
9,No,5,67,5,62
3,No,2,69,8,49
,Yes,9,42,9,8
7,No,7,77,8,68
4,Yes,0,6,4,40
9,No,7,53,9,52
9,Yes,9,4,4,39
4,No,,75,7,57
9,No,4,43,7,39
3,No,4,57,5,38
6,No,,60,6,47
4,Yes,9,42,9,28
,No,,80,7,5
7,No,,74,8,64
8,No,,93,7,89
6,No,2,92,8,78
6,No,9,8,9,75
7,No,3,70,7,6
6,No,6,70,9,6
2,No,3,66,6,42
7,No,7,99,8,90
8,Yes,6,73,5,70
6,Yes,9,92,7,80
5,Yes,0,49,7,3
5,No,5,66,6,5
2,Yes,8,78,7,54
3,Yes,,76,8,58
2,No,2,70,6,46
3,No,0,85,5,60
2,No,8,6,7,39
5,Yes,9,63,6,
6,No,2,90,6,82
6,No,7,49,5,38
,No,8,53,6,28
8,Yes,9,95,8,90
6,Yes,8,68,4,57
4,Yes,0,60,6,42
8,Yes,9,96,5,9
4,No,0,95,6,78
6,No,9,79,6,70
7,Yes,7,85,9,78
8,No,8,92,8,87
8,No,0,46,6,40
8,No,5,66,7,63
,No,2,80,5,53
2,No,2,93,4,68
7,No,6,47,6,42
9,No,5,4,4,37
2,No,,56,9,3
8,No,3,45,5,38
8,Yes,,8,5,74
4,No,7,45,8,27
7,No,9,79,5,7
2,No,5,86,6,6
2,Yes,3,68,8,45
5,No,3,5,7,37
2,No,,80,6,55
9,Yes,3,63,8,57
2,Yes,7,86,4,65
6,Yes,4,58,9,49
9,Yes,7,65,4,65
6,Yes,6,47,7,35
2,No,8,4,8,8
9,Yes,4,74,8,75
8,No,3,73,5,66
2,No,8,46,9,23
7,No,3,69,5,57
7,No,0,56,4,46
,No,2,96,8,74
3,Yes,9,87,5,7
6,Yes,7,58,5,43
4,No,,89,7,73
7,No,8,76,6,68
8,Yes,3,95,8,89
3,Yes,0,66,8,
5,No,0,79,8,64
5,No,6,75,9,66
9,No,,54,8,59
,No,0,78,6,54
7,Yes,6,82,6,74
9,Yes,3,87,9,84
4,Yes,,4,6,24
5,Yes,9,46,7,33
6,Yes,6,70,7,6
3,No,2,57,9,36
7,No,9,47,7,38
4,Yes,3,9,4,7
6,Yes,6,93,5,8
5,No,9,67,8,52
,Yes,6,56,4,29
2,Yes,3,98,6,73
4,Yes,7,54,9,39
4,Yes,4,53,5,33
